pmid,paragraph,abstract,label,registry,trn
33705572,2,"We simulated signal spreading via a linear threshold model that temporally evolves on a structural graph derived from diffusion-weighted magnetic resonance imaging (MRI), comparing a homogeneous group of 31 patients with histologically proven hippocampal sclerosis to 31 age- and sex-matched healthy controls. We evaluated the modulatory effects of structural alterations of the neocortex and hippocampus on network dynamics. Furthermore, multivariate statistics addressed the relationship with cognitive parameters.",METHODS,NA,NA
33705572,3,"We observed a slowing of in- and out-spreading times across multiple areas bilaterally, indexing delayed information flow, with the strongest effects in ipsilateral frontotemporal regions, thalamus, and hippocampus. Effects were markedly reduced when controlling for hippocampal volume but not cortical thickness, underscoring the central role of the hippocampus in whole-brain disease expression. Multivariate analysis associated slower spreading time in frontoparietal, limbic, default mode, and subcortical networks with impairment across tasks tapping into sensorimotor, executive, memory, and verbal abilities.",RESULTS,NA,NA
33705572,4,"Moving beyond descriptions of static topology toward the formulation of brain dynamics, our work provides novel insight into structurally mediated network dysfunction and demonstrates that altered whole-brain communication dynamics contribute to common cognitive difficulties in TLE.",SIGNIFICANCE,NA,NA
33713002,1,"Aggregation and deposition of α-synuclein (α-syn) in Lewy bodies within dopamine neurons of substantia nigra (SN) is the pathological hallmark of Parkinson's disease (PD). These toxic α-syn aggregates are believed to propagate from neuron-to-neuron and spread the α-syn pathology throughout the brain beyond dopamine neurons in a prion-like manner. Targeting propagation of such α-syn aggregates is of high interest but requires identifying pathways involving in this process. Evidence from previous Alzheimer's disease reports suggests that EGFR may be involved in the prion-like propagation and seeding of amyloid-β. We show here that EGFR regulates the uptake of exogenous α-syn-PFFs and the levels of endogenous α-syn in cell cultures and a mouse model of α-syn propagation, respectively. Thus, we tested the therapeutic potentials of AZD3759, a highly selective BBB-penetrating EGFR inhibitor, in a preclinical mouse model of α-syn propagation. AZD3759 decreases activated EGFR levels in the brain and reduces phosphorylated α-synuclein (pSyn) pathology in brain sections, including striatum and SN. As AZD3759 is already in the clinic, this paper's results suggest a possible repositioning of AZD3759 as a disease-modifying approach for PD.",NA,NA,NA
33713342,1,"GCH1 mutations have been associated with dopa-responsive dystonia (DRD), Parkinson's disease (PD) and tetrahydrobiopterin (BH4 )-deficient hyperphenylalaninemia B. Recently, GCH1 mutations have been reported in five patients with hereditary spastic paraplegia (HSP). Here, we analyzed a total of 400 HSP patients (291 families) from different centers across Canada by whole exome sequencing (WES). Three patients with heterozygous GCH1 variants were identified: monozygotic twins with a p.(Ser77_Leu82del) variant, and a patient with a p.(Val205Glu) variant. The former variant is predicted to be likely pathogenic and the latter is pathogenic. The three patients presented with childhood-onset lower limb spasticity, hyperreflexia and abnormal plantar responses. One of the patients had diurnal fluctuations, and none had parkinsonism or dystonia. Phenotypic differences between the monozygotic twins were observed, who responded well to levodopa treatment. Pathway enrichment analysis suggested that GCH1 shares processes and pathways with other HSP-associated genes, and structural analysis of the variants indicated a disruptive effect. In conclusion, GCH1 mutations may cause HSP; therefore, we suggest a levodopa trial in HSP patients and including GCH1 in the screening panels of HSP genes. Clinical differences between monozygotic twins suggest that environmental factors, epigenetics, and stochasticity could play a role in the clinical presentation.",NA,NA,NA
33714029,1,In multiple sclerosis loss of myelin and oligodendrocytes impairs saltatory signal transduction and leads to neuronal loss and functional deficits. Limited capacity of oligodendroglial precursor cells to differentiate into mature cells is the main reason for inefficient myelin repair in the central nervous system. Drug repurposing constitutes a powerful approach for identification of pharmacological compounds promoting this process.,BACKGROUND,NA,NA
33714029,2,"A phenotypic compound screening using the subcellular distribution of a potent inhibitor of oligodendroglial cell differentiation, namely p57kip2, as differentiation competence marker was conducted. Hit compounds were validated in terms of their impact on developmental cell differentiation and myelination using both rat and human primary cell cultures and organotypic cerebellar slice cultures, respectively. Their effect on spontaneous remyelination was then investigated following cuprizone-mediated demyelination of the corpus callosum.",METHODS,NA,NA
33714029,3,A number of novel small molecules able to promote oligodendroglial cell differentiation were identified and a subset was found to foster human oligodendrogenesis as well as myelination ex vivo. Among them the steroid danazol and the anthelminthic parbendazole were found to increase myelin repair.,FINDINGS,NA,NA
33714029,4,We provide evidence that early cellular processes involved in differentiation decisions are applicable for the identification of regeneration promoting drugs and we suggest danazol and parbendazole as potent therapeutic candidates for demyelinating diseases.,INTERPRETATION,NA,NA
33714029,5,"This work was supported by the Jürgen Manchot Foundation, Düsseldorf; Research Commission of the Medical Faculty of Heinrich-Heine-University Düsseldorf; Christiane and Claudia Hempel Foundation; Stifterverband/Novartisstiftung; James and Elisabeth Cloppenburg, Peek and Cloppenburg Düsseldorf Stiftung and International Progressive MS Alliance (BRAVEinMS).",FUNDING,NA,NA
33714056,1,"Although studies of PAF in individuals with autism spectrum disorder (ASD) report group differences and associations with non-verbal cognitive ability, it is not known how PAF relates to familial risk for ASD, and whether similar associations with cognition in are present in infancy. Using a large multi-site prospective longitudinal dataset of infants with low and high familial risk for ASD, metrics of PAF at 12 months were extracted and growth curves estimated for cognitive development between 12-36 months. Analyses tested whether PAF 1) differs between low and high risk infants, 2) is associated with concurrent non-verbal/verbal cognitive ability and 3) predicts developmental change in non-verbal/verbal ability. Moderation of associations between PAF and cognitive ability by familial risk status was also tested. No differences in 12-month PAF were found between low and high risk infants. PAF was associated with concurrent non-verbal cognitive ability, but did not predict change in non-verbal cognitive over development. No associations were found between PAF and verbal ability, along with no evidence of moderation. PAF is not related to familial risk for ASD, and is a neural marker of concurrent non-verbal cognitive ability, but not verbal ability, in young infants at low and high risk for ASD.",NA,NA,NA
33720339,1,"Vascular anomalies, including local and peripheral thrombosis, are a hallmark of glioblastoma (GBM) and an aftermath of deregulation of the cancer cell genome and epigenome. Although the molecular effectors of these changes are poorly understood, the upregulation of podoplanin (PDPN) by cancer cells has recently been linked to an increased risk for venous thromboembolism (VTE) in GBM patients. Therefore, regulation of this platelet-activating protein by transforming events in cancer cells is of considerable interest. We used single-cell and bulk transcriptome data mining, as well as cellular and xenograft models in mice, to analyze the nature of cells expressing PDPN, as well as their impact on the activation of the coagulation system and platelets. We report that PDPN is expressed by distinct (mesenchymal) GBM cell subpopulations and downregulated by oncogenic mutations of EGFR and IDH1 genes, along with changes in chromatin modifications (enhancer of zeste homolog 2) and DNA methylation. Glioma cells exteriorize their PDPN and/or tissue factor (TF) as cargo of exosome-like extracellular vesicles (EVs) shed from cells in vitro and in vivo. Injection of glioma-derived podoplanin carrying extracelluar vesicles (PDPN-EVs) activates platelets, whereas tissue factor carrying extracellular vesicles (TF-EVs) activate the clotting cascade. Similarly, an increase in platelet activation (platelet factor 4) or coagulation (D-dimer) markers occurs in mice harboring the corresponding glioma xenografts expressing PDPN or TF, respectively. Coexpression of PDPN and TF by GBM cells cooperatively affects tumor microthrombosis. Thus, in GBM, distinct cellular subsets drive multiple facets of cancer-associated thrombosis and may represent targets for phenotype- and cell type-based diagnosis and antithrombotic intervention.",NA,NA,NA
33722819,1,"Structural brain imaging is paramount for the diagnosis of behavioural variant of frontotemporal dementia (bvFTD), but it has low sensitivity leading to erroneous or late diagnosis.",INTRODUCTION,NA,NA
33722819,2,A total of 515 subjects from two different bvFTD cohorts (training and independent validation cohorts) were used to perform voxel-wise morphometric analysis to identify regions with significant differences between bvFTD and controls. A random forest classifier was used to individually predict bvFTD from deformation-based morphometry differences in isolation and together with semantic fluency. Tenfold cross validation was used to assess the performance of the classifier within the training cohort. A second held-out cohort of genetically confirmed bvFTD cases was used for additional validation.,METHODS,NA,NA
33722819,3,"Average 10-fold cross-validation accuracy was 89% (82% sensitivity, 93% specificity) using only MRI and 94% (89% sensitivity, 98% specificity) with the addition of semantic fluency. In the separate validation cohort of definite bvFTD, accuracy was 88% (81% sensitivity, 92% specificity) with MRI and 91% (79% sensitivity, 96% specificity) with added semantic fluency scores.",RESULTS,NA,NA
33722819,4,Our results show that structural MRI and semantic fluency can accurately predict bvFTD at the individual subject level within a completely independent validation cohort coming from a different and independent database.,CONCLUSION,NA,NA
33724186,1,"Partial phagocytosis-called trogocytosis-of axons by microglia has been documented in ex vivo preparations but has not been directly observed in vivo. The mechanisms that modulate microglial trogocytosis of axons and its function in neural circuit development remain poorly understood. Here, we directly observe axon trogocytosis by microglia in vivo in the developing Xenopus laevis retinotectal circuit. We show that microglia regulate pruning of retinal ganglion cell axons and are important for proper behavioral response to dark and bright looming stimuli. Using bioinformatics, we identify amphibian regulator of complement activation 3, a homolog of human CD46, as a neuronally expressed synapse-associated complement inhibitory molecule that inhibits trogocytosis and axonal pruning. Using a membrane-bound complement C3 fusion protein, we demonstrate that enhancing complement activity enhances axonal pruning. Our results support the model that microglia remodel axons via trogocytosis and that neurons can control this process through expression of complement inhibitory proteins.",NA,NA,NA
33727581,1,"In functional near infrared spectroscopy (fNIRS), deconvolution analysis of oxy and deoxy-hemoglobin concentration changes allows estimating specific hemodynamic response functions (HRF) elicited by neuronal activity, taking advantage of the fNIRS excellent temporal resolution. Diffuse optical tomography (DOT) is also becoming the new standard reconstruction procedure as it is more accurate than the modified Beer Lambert law approach at the sensor level. The objective of this study was to assess the relevance of HRF deconvolution after DOT constrained along the cortical surface. We used local personalized fNIRS montages which consists in optimizing the position of fNIRS optodes to ensure maximal sensitivity to subject specific target brain regions. We carefully evaluated the accuracy of deconvolution when applied after DOT, using realistic simulations involving several HRF models at different signal to noise ratio (SNR) levels and on real data related to motor and visual tasks in healthy subjects and from spontaneous pathological activity in one patient with epilepsy. We demonstrated that DOT followed by deconvolution was able to accurately recover a large variability of HRFs over a large range of SNRs. We found good performances of deconvolution analysis for SNR levels usually encountered in our applications and we were able to reconstruct accurately the temporal dynamics of HRFs in real conditions.",NA,NA,NA
33730163,1,"Episodic memory is the ability to remember events from our past accurately. The process of pattern separation is hypothesized to underpin this ability and is defined as the capacity to orthogonalize memory traces, to maximize the features that make them unique. Contemporary cognitive neuroscience suggests that pattern separation entails complex interactions between the hippocampus and neocortex, where specific hippocampal subregions shape neural reinstatement in the neocortex. To test this hypothesis, the current work studied both healthy controls and patients with temporal lobe epilepsy who presented with hippocampal structural anomalies. We measured neural activity in all participants using functional MRI while they retrieved memorized items or lure items, which shared features with the target. Behaviourally, patients with temporal lobe epilepsy were less able to exclude lures than controls and showed a reduction in pattern separation. To assess the hypothesized relationship between neural patterns in the hippocampus and neocortex, we identified the topographic gradients of intrinsic connectivity along neocortical and hippocampal subfield surfaces and determined the topographic profile of the neural activity accompanying pattern separation. In healthy controls, pattern separation followed a graded topography of neural activity, both along the hippocampal long axis (and peaked in anterior segments that are more heavily engaged in transmodal processing) and along the neocortical hierarchy running from unimodal to transmodal regions (peaking in transmodal default mode regions). In patients with temporal lobe epilepsy, however, this concordance between task-based functional activations and topographic gradients was markedly reduced. Furthermore, person-specific measures of concordance between task-related activity and connectivity gradients in patients and controls were related to inter-individual differences in behavioural measures of pattern separation and episodic memory, highlighting the functional relevance of the observed topographic motifs. Our work is consistent with an emerging understanding that successful discrimination between memories with similar features entails a shift in the locus of neural activity away from sensory systems, a pattern that is mirrored along the hippocampal long axis and with respect to neocortical hierarchies. More broadly, our study establishes topographic profiling using intrinsic connectivity gradients, capturing the functional underpinnings of episodic memory processes in a manner that is sensitive to their reorganization in pathology.",NA,NA,NA
33731448,1,"There is much debate about the existence and function of neural oscillatory mechanisms in the auditory system. The frequency-following response (FFR) is an index of neural periodicity encoding that can provide a vehicle to study entrainment in frequency ranges relevant to speech and music processing. Criteria for entrainment include the presence of poststimulus oscillations and phase alignment between stimulus and endogenous activity. To test the hypothesis of entrainment, in experiment 1 we collected FFR data for a repeated syllable using magnetoencephalography (MEG) and electroencephalography in 20 male and female human adults. We observed significant oscillatory activity after stimulus offset in auditory cortex and subcortical auditory nuclei, consistent with entrainment. In these structures, the FFR fundamental frequency converged from a lower value over 100 ms to the stimulus frequency, consistent with phase alignment, and diverged to a lower value after offset, consistent with relaxation to a preferred frequency. In experiment 2, we tested how transitions between stimulus frequencies affected the MEG FFR to a train of tone pairs in 30 people. We found that the FFR was affected by the frequency of the preceding tone for up to 40 ms at subcortical levels, and even longer durations at cortical levels. Our results suggest that oscillatory entrainment may be an integral part of periodic sound representation throughout the auditory neuraxis. The functional role of this mechanism is unknown, but it could serve as a fine-scale temporal predictor for frequency information, enhancing stability and reducing susceptibility to degradation that could be useful in real-life noisy environments.SIGNIFICANCE STATEMENT Neural oscillations are proposed to be a ubiquitous aspect of neural function, but their contribution to auditory encoding is not clear, particularly at higher frequencies associated with pitch encoding. In a magnetoencephalography experiment, we found converging evidence that the frequency-following response has an oscillatory component according to established criteria: poststimulus resonance, progressive entrainment of the neural frequency to the stimulus frequency, and relaxation toward the original state on stimulus offset. In a second experiment, we found that the frequency and amplitude of the frequency-following response to tones are affected by preceding stimuli. These findings support the contribution of intrinsic oscillations to the encoding of sound, and raise new questions about their functional roles, possibly including stabilization and low-level predictive coding.",NA,NA,NA
33737954,1,"EXTEND (NCT01797965), an open-label extension study, evaluated the safety and efficacy of daclizumab beta in participants with relapsing multiple sclerosis (MS) who had completed the randomized DECIDE study.",BACKGROUND,ClinicalTrials.gov,NCT01797965
33737954,2,"Eligible participants who received either daclizumab beta or interferon beta-1a in DECIDE received daclizumab beta 150 mg subcutaneously every 4 weeks for up to 5 years in EXTEND, followed by 24 weeks of post-dosing follow-up. Safety and tolerability were evaluated, as were clinical efficacy and magnetic resonance imaging (MRI). EXTEND was terminated ahead of schedule by the sponsors.",METHODS,NA,NA
33737954,3,"The total safety population (N = 1203) received at least one dose of daclizumab beta in EXTEND. In the DECIDE and EXTEND combined periods, the median number of doses of daclizumab beta was 53; median time on treatment was 196 weeks. By 24 September 2018, the end of the study, 110/1203 (9%) participants had completed the protocol-specified treatment period and 1101/1203 (92%) had experienced an adverse event (AE). The most commonly reported AEs were MS relapse, nasopharyngitis, and upper respiratory tract infection. Hepatic events (18%), cutaneous events (45%), and infections (62%) were common treatment-related AEs. The incidence of serious AEs was 29%, most commonly MS relapse and infections. The incidence of immune-mediated disorders was 2%; three of seven were encephalitis. Two of six deaths were considered treatment related. In participants who received continuous daclizumab beta throughout DECIDE and EXTEND, the treatment effects on clinical and MRI outcomes were maintained for up to 6 years.",RESULTS,NA,NA
33737954,4,Results from the combined DECIDE-EXTEND study elucidate outcomes of longer-term treatment with daclizumab beta in the clinical trial setting and underscore the importance of pharmacovigilance with immunomodulatory therapies in the real-world setting.,CONCLUSION,NA,NA
33744096,1,"Mutations in the HADHB gene lead to Mitochondrial Trifunctional Protein (MTP) deficiency. MTP deficiency is a rare autosomal recessive disorder affecting long-chain fatty acid oxidation. Patients affected by MTP deficiency are unable to metabolize long-chain fatty-acids and suffer a variety of symptoms exacerbated during fasting. The three phenotypes associated with complete MTP deficiency are an early-onset cardiomyopathy and early death, an intermediate form with recurrent hypoketotic hypoglycemia and a sensorimotor neuropathy with episodic rhabdomyolysis with small amount of residual enzyme activities. This review aims to discuss the pathophysiological mechanisms and clinical manifestations of each phenotype, which appears different and linked to HADHB expression levels. Notably, the pathophysiology of the sensorimotor neuropathy is relatively unknown and we provide a hypothesis on the qualitative aspect of the role of acylcarnitine buildup in Schwann cells in MTP deficiency patients. We propose that acylcarnitine may exit the Schwann cell and alter membrane properties of nearby axons leading to axonal degeneration based on recent findings in different metabolic disorders.",NA,NA,NA
33746727,1,"Successful surgical treatment of patients with focal drug-resistant epilepsy remains challenging, especially in cases for which it is difficult to define the area of cortex from which seizures originate, the seizure onset zone (SOZ). Various diagnostic methods are needed to select surgical candidates and determine the extent of resection. Interictal magnetoencephalography (MEG) with source imaging has proven to be useful for presurgical evaluation, but the use of ictal MEG data remains limited. The purpose of the present study was to determine whether pre-ictal variations of spectral properties of neural activity from ictal MEG recordings are predictive of SOZ location.We performed a 4 h overnight MEG recording in an 8-year-old child with drug-resistant focal epilepsy of suspected right fronto-temporal origin and captured one ~45-s seizure. The patient underwent a right temporal resection from the anterior temporal neocortex and amygdala to the mid-posterior temporal neocortex, sparing the hippocampus proper. She remains seizure-free 21 months postoperatively. The histopathological assessment confirmed frank focal cortical dysplasia (FCD) type IIa in the MEG-defined SOZ, which was based on source imaging of averaged ictal spikes at seizure onset. We investigated temporal changes (inter-ictal, pre-ictal, and ictal periods) together with spatial differences (SOZ vs. control regions) in spectral parameters of background brain activity, namely the aperiodic broadband offset and slope, and assessed how they confounded the interpretation of apparent variations of signal power in typical electrophysiological bands. Our data show that the SOZ was associated with a higher aperiodic offset and exponent during the seizure compared to control regions. Both parameters increased in all regions from 2 min before the seizure onwards. Regions anatomically closer to the SOZ also expressed higher values compared to contralateral regions, potentially indicating ictal spread. We also show that narrow-band power changes were caused by these fluctuations in the aperiodic component of ongoing brain activity. Our results indicate that the broadband aperiodic component of ongoing brain activity cannot be reduced to background noise of no physiological interest, and rather may be indicative of the neuropathophysiology of the SOZ. We believe these findings will inspire future studies of ictal MEG cases and confirm their significance.",NA,NA,NA
33749017,1,"Most voxels in white matter contain multiple fiber populations with different orientations and levels of myelination. Conventional T1 mapping measures 1 T1 value per voxel, representing a weighted average of the multiple tract T1 times. Inversion-recovery diffusion-weighted imaging (IR-DWI) allows the T1 times of multiple tracts in a voxel to be disentangled, but the scan time is prohibitively long. Recently, slice-shuffled IR-DWI implementations have been proposed to significantly reduce scan time. In this work, we demonstrate that we can measure tract-specific T1 values in the whole brain using simultaneous multi-slice slice-shuffled IR-DWI at 3T.",PURPOSE,NA,NA
33749017,2,"We perform simulations to evaluate the accuracy and precision of our crossing fiber IR-DWI signal model for various fiber parameters. The proposed sequence and signal model are tested in a phantom consisting of crossing asparagus pieces doped with gadolinium to vary T1 , and in 2 human subjects.",METHODS,NA,NA
33749017,3,Our simulations show that tract-specific T1 times can be estimated within 5% of the nominal fiber T1 values. Tract-specific T1 values were resolved in subvoxel 2 fiber crossings in the asparagus phantom. Tract-specific T1 times were resolved in 2 different tract crossings in the human brain where myelination differences have previously been reported; the crossing of the cingulum and genu of the corpus callosum and the crossing of the corticospinal tract and pontine fibers.,RESULTS,NA,NA
33749017,4,"Whole-brain tract-specific T1 mapping is feasible using slice-shuffled IR-DWI at 3T. This technique has the potential to improve the microstructural characterization of specific tracts implicated in neurodevelopment, aging, and demyelinating disorders.",CONCLUSION,NA,NA
33749723,1,"Mutations in CHCHD10, coding for a mitochondrial intermembrane space protein, are a rare cause of autosomal dominant amyotrophic lateral sclerosis. Mutation-specific toxic gain of function or haploinsufficiency models have been proposed to explain pathogenicity. To decipher the metabolic dysfunction associated with the haploinsufficient p.R15L variant, we integrated transcriptomic, metabolomic and proteomic data sets in patient cells subjected to an energetic stress that forces the cells to rely on oxidative phosphorylation for ATP production. Patient cells had a complex I deficiency that resulted in an increased NADH/NAD+ ratio, diminished TCA cycle activity, a reorganization of one carbon metabolism and an increased AMP/ATP ratio leading to phosphorylation of AMPK and inhibition of mTORC1. These metabolic changes activated the unfolded protein response (UPR) in the ER through the IRE1/XBP1 pathway, upregulating downstream targets including ATF3, ATF4, CHOP and EGLN3, and two cytokine markers of mitochondrial disease, GDF15 and FGF21. Activation of the mitochondrial UPR was mediated through an upregulation of the transcription factors ATF4 and ATF5, leading to increased expression of mitochondrial proteases and heat shock proteins. There was a striking transcriptional up regulation of at least seven dual specific phosphatases, associated with an almost complete dephosphorylation of JNK isoforms, suggesting a concerted deactivation of MAP kinase pathways. This study demonstrates that loss of CHCHD10 function elicits an energy deficit that activates unique responses to nutrient stress in both the mitochondria and ER, which may contribute to the selective vulnerability of motor neurons.",NA,NA,NA
33749742,1,"Humans can mentally represent auditory information without an external stimulus, but the specificity of these internal representations remains unclear. Here, we asked how similar the temporally unfolding neural representations of imagined music are compared to those during the original perceived experience. We also tested whether rhythmic motion can influence the neural representation of music during imagery as during perception. Participants first memorized six 1-min-long instrumental musical pieces with high accuracy. Functional MRI data were collected during: 1) silent imagery of melodies to the beat of a visual metronome; 2) same but while tapping to the beat; and 3) passive listening. During imagery, inter-subject correlation analysis showed that melody-specific temporal response patterns were reinstated in right associative auditory cortices. When tapping accompanied imagery, the melody-specific neural patterns were reinstated in more extensive temporal-lobe regions bilaterally. These results indicate that the specific contents of conscious experience are encoded similarly during imagery and perception in the dynamic activity of auditory cortices. Furthermore, rhythmic motion can enhance the reinstatement of neural patterns associated with the experience of complex sounds, in keeping with models of motor to sensory influences in auditory processing.",NA,NA,NA
33757115,1,"Although multiple sclerosis has traditionally been considered a white matter disease, extensive research documents the presence and importance of grey matter injury including cortical and deep regions. The deep grey matter exhibits a broad range of pathology and is uniquely suited to study the mechanisms and clinical relevance of tissue injury in multiple sclerosis using magnetic resonance techniques. Deep grey matter injury has been associated with clinical and cognitive disability. Recently, MRI characterization of deep grey matter properties, such as thalamic volume, have been tested as potential clinical trial end points associated with neurodegenerative aspects of multiple sclerosis. Given this emerging area of interest and its potential clinical trial relevance, the North American Imaging in Multiple Sclerosis (NAIMS) Cooperative held a workshop and reached consensus on imaging topics related to deep grey matter. Herein, we review current knowledge regarding deep grey matter injury in multiple sclerosis from an imaging perspective, including insights from histopathology, image acquisition and post-processing for deep grey matter. We discuss the clinical relevance of deep grey matter injury and specific regions of interest within the deep grey matter. We highlight unanswered questions and propose future directions, with the aim of focusing research priorities towards better methods, analysis, and interpretation of results.",NA,NA,NA
33757905,1,"The brain hemispheres can be divided into an upper dorsal and a lower ventral system. Each system consists of distinct cortical regions connected via long association tracts. The tracts cross the central sulcus or the limen insulae to connect the frontal lobe with the posterior brain. The dorsal stream is associated with sensorimotor mapping. The ventral stream serves structural analysis and semantics in different domains, as visual, acoustic or space processing. How does the prefrontal cortex, regarded as the platform for the highest level of integration, incorporate information from these different domains? In the current view, the ventral pathway consists of several separate tracts, related to different modalities. Originally the assumption was that the ventral path is a continuum, covering all modalities. The latter would imply a very different anatomical basis for cognitive and clinical models of processing. To further define the ventral connections, we used cutting-edge in vivo global tractography on high-resolution diffusion tensor imaging (DTI) data from 100 normal subjects from the human connectome project and ex vivo preparation of fiber bundles in the extreme capsule of 8 humans using the Klingler technique. Our data showed that ventral stream tracts, traversing through the extreme capsule, form a continuous band of fibers that fan out anteriorly to the prefrontal cortex, and posteriorly to temporal, occipital and parietal cortical regions. Introduction of additional volumes of interest in temporal and occipital lobes differentiated between the inferior fronto-occipital fascicle (IFOF) and uncinate fascicle (UF). Unequivocally, in both experiments, in all subjects a connection between the inferior frontal and middle-to-posterior temporal cortical region, otherwise known as the temporo-frontal extreme capsule fascicle (ECF) from nonhuman primate brain-tracing experiments was identified. In the human brain, this tract connects the language domains of ""Broca's area"" and ""Wernicke's area"". The differentiation in the three tracts, IFOF, UF and ECF seems arbitrary, all three pass through the extreme capsule. Our data show that the ventral pathway represents a continuum. The three tracts merge seamlessly and streamlines showed considerable overlap in their anterior and posterior course. Terminal maps identified prefrontal cortex in the frontal lobe and association cortex in temporal, occipital and parietal lobes as streamline endings. This anatomical substrate potentially facilitates the prefrontal cortex to integrate information across different domains and modalities.",NA,NA,NA
33761369,1,"Actin is a key structural protein that makes up the cytoskeleton of cells, and plays a role in functions such as division, migration, and vesicle trafficking. It comprises six different cell-type specific isoforms: ACTA1, ACTA2, ACTB, ACTC1, ACTG1, and ACTG2. Abnormal actin isoform expression has been reported in many cancers, which led us to hypothesize that it may serve as an early biomarker of cancer. We show an overview of the different actin isoforms and highlight mechanisms by which they may contribute to tumorigenicity. Furthermore, we suggest how the aberrant expression of actin subunits can confer cells with greater proliferation ability, increased migratory capability, and chemoresistance through incorporation into the normal cellular F-actin network and altered actin binding protein interaction. Studying this fundamental change that takes place within cancer cells can further our understanding of neoplastic transformation in multiple tissue types, which can ultimately aid in the early-detection, diagnosis and treatment of cancer.",NA,NA,NA
33763355,1,"With the growing incidence of patients receiving surgical treatment for spinal metastatic tumours, there is a need for developing cost-efficient and radiation-free alternatives for spinal interventions. In this paper, we evaluate the capabilities and limitations of an image-guided neurosurgery (IGNS) system that uses intraoperative ultrasound (iUS) imaging for guidance.",BACKGROUND,NA,NA
33763355,2,"Using a lumbosacral section of a porcine cadaver, we explored the impact of CT image resolution, ultrasound depth and ultrasound frequency on system accuracy, robustness and effectiveness. Preoperative CT images with an isotropic resolution of , and were acquired. During surgery, vertebrae L1 to L6 were exposed. For each vertebra, five iUS scans were acquired using two depth parameters (5 cm and 7 cm) and two frequencies (6 MHz and 12 MHz). A total of 120 acquisition trials were evaluated. Ultrasound-based registration performance is compared to the standard alignment procedure using intraoperative CT. We report target registration error (TRE) and computation time. In addition, the scans' trajectories were analyzed to identify vertebral regions that provide the most relevant features for the alignment.",METHODS,NA,NA
33763355,3,"For all acquisitions, the median TRE ranged from 1.42 mm to 1.58 mm and the overall computation time was 9.04 s ± 1.58 s. Fourteen out of 120 iUS acquisitions (11.66%) yielded a level-to-level mismatch (and these are included in the accuracy measurements reported). No significant effect on accuracy was found with CT resolution (F (2,10) = 1.70, p = 0.232), depth (F (1,5) = 0.22, p= 0.659) nor frequency (F (1,5) = 1.02, p = 0.359). While misalignment increases linearly with the distance from the imaged vertebra, accuracy was satisfactory for directly adjacent levels. A significant relationship was found between iUS scan coverage of laminae and articular processes, and accuracy.",RESULTS,NA,NA
33763355,4,"Intraoperative ultrasound can be used for spine surgery neuronavigation. We demonstrated that the IGNS system yield acceptable accuracy and high efficiency compared to the standard CT-based navigation procedure. The flexibility of the iUS acquisitions can have repercussions on the system performance, which are not fully identified. Further investigation is needed to understand the relationship between iUS acquisition and alignment performance.",CONCLUSION,NA,NA
33766753,1,"In the last few years, a significant amount of work has aimed to characterize maturational trajectories of cortical development. The role of pericortical microstructure putatively characterized as the gray-white matter contrast (GWC) at the pericortical gray-white matter boundary and its relationship to more traditional morphological measures of cortical morphometry has emerged as a means to examine finer grained neuroanatomical underpinnings of cortical changes. In this work, we characterize the GWC developmental trajectories in a representative sample (n = 394) of children and adolescents (~4 to ~22 years of age), with repeated scans (1-3 scans per subject, total scans n = 819). We tested whether linear, quadratic, or cubic trajectories of contrast development best described changes in GWC. A best-fit model was identified vertex-wise across the whole cortex via the Akaike Information Criterion (AIC). GWC across nearly the whole brain was found to significantly change with age. Cubic trajectories were likeliest for 63% of vertices, quadratic trajectories were likeliest for 20% of vertices, and linear trajectories were likeliest for 16% of vertices. A main effect of sex was observed in some regions, where males had a higher GWC than females. However, no sex by age interactions were found on GWC. In summary, our results suggest a progressive decrease in GWC at the pericortical boundary throughout childhood and adolescence. This work contributes to efforts seeking to characterize typical, healthy brain development and, by extension, can help elucidate aberrant developmental trajectories.",NA,NA,NA
33767429,1,"Regulation of gene expression drives protein interactions that govern synaptic wiring and neuronal activity. The resulting coordinated activity among neuronal populations supports complex psychological processes, yet how gene expression shapes cognition and emotion remains unknown. Here, we directly bridge the microscale and macroscale by mapping gene expression patterns to functional activation patterns across the cortical sheet. Applying unsupervised learning to the Allen Human Brain Atlas and Neurosynth databases, we identify a ventromedial-dorsolateral gradient of gene assemblies that separate affective and perceptual domains. This topographic molecular-psychological signature reflects the hierarchical organization of the neocortex, including systematic variations in cell type, myeloarchitecture, laminar differentiation and intrinsic network affiliation. In addition, this molecular-psychological signature strengthens over neurodevelopment and can be replicated in two independent repositories. Collectively, our results reveal spatially covarying transcriptomic and cognitive architectures, highlighting the influence that molecular mechanisms exert on psychological processes.",NA,NA,NA
33773175,1,Gain insight and improve our interpretation of measurements from intracerebral electrodes. Determine if interpretation of intracerebral EEG is dependent on electrode characteristics.,OBJECTIVE,NA,NA
33773175,2,"We use intracerebral EEG measurements differing only in the recording electrodes (Dixi or homemade electrodes), and numerical simulations to determine the spatial sensitivity of intracerebral electrodes and its dependence on several parameters.",METHODS,NA,NA
33773175,3,"There is a difference in the high frequency (>20 Hz) power depending on the electrode type, which cannot be explained by the different contact sizes or distance between contacts. Simulations show that the width of the gap between electrode and brain and the extent of the generators have an effect on sensitivity, while other parameters are less important.",RESULTS,NA,NA
